,Net_comb,k1,k2,dispersionCoefG1,dispersionCoefG2,DispCoeff_avg
63,ALL,20,50,0.8153483436621084,"0.9123694976624546
",0.8638589206622815
21,ALL,10,50,0.8180288622533377,"0.9082896424660005
",0.8631592523596692
88,ALL,40,20,0.890132697305276,"0.8295419198322389
",0.8598373085687574
24,ALL,10,80,0.7882846670205976,"0.9284085543069536
",0.8583466106637756
62,ALL,20,40,0.8098825070760044,"0.8987660304373541
",0.8543242687566792
61,ALL,20,30,0.8118740211860134,"0.8760475291888002
",0.8439607751874068
78,ALL,30,20,0.8600630127397986,"0.8261547986897216
",0.84310890571476
19,ALL,10,30,0.7750988990088588,"0.875275165082842
",0.8251870320458503
60,ALL,20,20,0.814060697596628,"0.8275006887659223
",0.8207806931812751
0,ALL,100,10,0.9553100429508172,"0.6845969765475173
",0.8199535097491673
144,ALL,90,10,0.9505012147395966,"0.6885535947587222
",0.8195274047491594
134,ALL,80,10,0.9455084607496781,"0.6863156585043032
",0.8159120596269906
116,ALL,70,10,0.9379720945263226,"0.6854451787983694
",0.811708636662346
106,ALL,60,10,0.9272834206910536,"0.6841549823598123
",0.805719201525433
96,ALL,50,10,0.9107893423541723,"0.686020600722087
",0.7984049715381296
86,ALL,40,10,0.8868631984269789,"0.6846412944633505
",0.7857522464451647
18,ALL,10,20,0.7432694833126827,"0.8250134346105076
",0.7841414589615952
76,ALL,30,10,0.8543913354533572,"0.6852740689841198
",0.7698327022187386
58,ALL,20,10,0.807613491916008,"0.6880630167594385
",0.7478382543377232
16,ALL,10,10,0.764189450448075,"0.6796878786364845
",0.7219386645422797
