,Net_comb,k1,k2,dispersionCoefG1,dispersionCoefG2,DispCoeff_avg
22,ALL,10,60,0.8254964670297109,"0.9140108288213907
",0.8697536479255508
98,ALL,50,20,0.9109823485008395,"0.8232861307787726
",0.8671342396398061
24,ALL,10,80,0.7954979021554865,"0.9337447938360032
",0.8646213479957449
79,ALL,30,30,0.8564560551957014,"0.8682538525613955
",0.8623549538785484
62,ALL,20,40,0.8265318520435115,"0.8932043940025218
",0.8598681230230167
17,ALL,10,100,0.7734398901847737,"0.94032642648908
",0.8568831583369269
88,ALL,40,20,0.8851304575683685,"0.827313619325219
",0.8562220384467938
23,ALL,10,70,0.7772447328959716,"0.9256382757185433
",0.8514415043072574
61,ALL,20,30,0.8283274764769193,"0.8732715535193457
",0.8507995149981324
25,ALL,10,90,0.7615752040322055,"0.9375754893795336
",0.8495753467058695
20,ALL,10,40,0.7941690994805274,"0.8931309870887465
",0.843650043284637
21,ALL,10,50,0.7804206714092937,"0.9029383590171359
",0.8416795152132148
78,ALL,30,20,0.8510115993231556,"0.8271595168679071
",0.8390855580955314
19,ALL,10,30,0.7863785968390198,"0.871215639316921
",0.8287971180779704
60,ALL,20,20,0.8256013234873552,"0.8296610787171373
",0.8276312011022462
0,ALL,100,10,0.9547981731345718,"0.6964858392336901
",0.825642006184131
144,ALL,90,10,0.9504102052680614,"0.6974833402749111
",0.8239467727714862
134,ALL,80,10,0.9444981867818923,"0.6939582465639607
",0.8192282166729266
116,ALL,70,10,0.935736147230834,"0.6968122657226473
",0.8162742064767406
106,ALL,60,10,0.9271351783695825,"0.6865863182007795
",0.8068607482851811
18,ALL,10,20,0.7801307299678618,"0.8252977925863442
",0.802714261277103
96,ALL,50,10,0.9103049984547751,"0.6948974385673011
",0.802601218511038
86,ALL,40,10,0.8854298580478162,"0.6886474385673014
",0.7870386483075588
76,ALL,30,10,0.8618949586521222,"0.6886245314452724
",0.7752597450486973
58,ALL,20,10,0.8306945880153495,"0.6827223032070427
",0.7567084456111961
16,ALL,10,10,0.7701018210898659,"0.6763051853394727
",0.7232035032146693
